6.85,27.95,12.6,10.96,7.12
8.15,31.61,14.86,11.91,9.1
3.71,27.08,7.25,6.75,3.99
3.71,27.85,7.34,6.57,4.17
1.15,16.84,2.22,2.13,1.46
